"","symbol","date","volume","adjusted"
"1","SPY",2016-10-03,83512100,197.021942
"2","SPY",2016-10-04,119948100,196.017578
"3","SPY",2016-10-05,72816000,196.885025
"4","SPY",2016-10-06,62927400,197.021942
"5","SPY",2016-10-07,89788300,196.346283
"6","SPY",2016-10-10,51855000,197.368927
"7","SPY",2016-10-11,130367400,194.876221
"8","SPY",2016-10-12,73866100,195.131912
"9","SPY",2016-10-13,101357000,194.492752
"10","SPY",2016-10-14,93346200,194.593201
"11","SPY",2016-10-17,58275700,193.917572
"12","SPY",2016-10-18,76869700,195.131912
"13","SPY",2016-10-19,66519200,195.652405
"14","SPY",2016-10-20,73639800,195.287155
"15","SPY",2016-10-21,89089100,195.378418
"16","SPY",2016-10-24,60146600,196.209366
"17","SPY",2016-10-25,66542300,195.551956
"18","SPY",2016-10-26,75705500,195.159302
"19","SPY",2016-10-27,77220200,194.63887
"20","SPY",2016-10-28,140623200,194.063614
"21","SPY",2016-10-31,61272500,194.072769
"22","SPY",2016-11-01,122781800,192.666595
"23","SPY",2016-11-02,103330800,191.507019
"24","SPY",2016-11-03,88939300,190.630493
"25","SPY",2016-11-04,109122100,190.420486
"26","SPY",2016-11-07,109794900,194.62059
"27","SPY",2016-11-08,106772100,195.497116
"28","SPY",2016-11-09,258429000,197.569824
"29","SPY",2016-11-10,172113300,198.062851
"30","SPY",2016-11-11,100552700,197.606339
"31","SPY",2016-11-14,94580000,197.761566
"32","SPY",2016-11-15,91652600,199.304626
"33","SPY",2016-11-16,65617700,198.930283
"34","SPY",2016-11-17,69797200,199.952927
"35","SPY",2016-11-18,86265800,199.505493
"36","SPY",2016-11-21,72402600,201.012054
"37","SPY",2016-11-22,67429000,201.404724
"38","SPY",2016-11-23,56620200,201.514252
"39","SPY",2016-11-25,37872300,202.26297
"40","SPY",2016-11-28,76572500,201.31337
"41","SPY",2016-11-29,69886700,201.706009
"42","SPY",2016-11-30,113291800,201.222107
"43","SPY",2016-12-01,79040500,200.482529
"44","SPY",2016-12-02,74840300,200.582932
"45","SPY",2016-12-05,67837800,201.788162
"46","SPY",2016-12-06,59877400,202.427353
"47","SPY",2016-12-07,110738100,205.075256
"48","SPY",2016-12-08,99714400,205.577423
"49","SPY",2016-12-09,88005800,206.819199
"50","SPY",2016-12-12,102016100,206.581787
"51","SPY",2016-12-13,110477500,207.960495
"52","SPY",2016-12-14,142501800,206.243988
"53","SPY",2016-12-15,124972600,207.093124
"54","SPY",2016-12-16,156420200,206.68808
"55","SPY",2016-12-19,90341100,207.138138
"56","SPY",2016-12-20,89838800,207.937149
"57","SPY",2016-12-21,67909000,207.358566
"58","SPY",2016-12-22,56219100,207.000351
"59","SPY",2016-12-23,36697800,207.303467
"60","SPY",2016-12-27,42672500,207.81778
"61","SPY",2016-12-28,64095000,206.100281
"62","SPY",2016-12-29,48696100,206.054367
"63","SPY",2016-12-30,108998300,205.301239
"64","SPY",2017-01-03,91366500,206.871765
"65","SPY",2017-01-04,78744400,208.102493
"66","SPY",2017-01-05,78379000,207.937149
"67","SPY",2017-01-06,71559900,208.681107
"68","SPY",2017-01-09,46939700,207.99231
"69","SPY",2017-01-10,63771900,207.99231
"70","SPY",2017-01-11,74650000,208.580093
"71","SPY",2017-01-12,72113200,208.056595
"72","SPY",2017-01-13,62717900,208.53418
"73","SPY",2017-01-17,61240800,207.799393
"74","SPY",2017-01-18,54793300,208.258621
"75","SPY",2017-01-19,66608800,207.487122
"76","SPY",2017-01-20,129168600,208.249466
"77","SPY",2017-01-23,75061600,207.70755
"78","SPY",2017-01-24,95555300,209.039322
"79","SPY",2017-01-25,84437700,210.848663
"80","SPY",2017-01-26,59970700,210.62822
"81","SPY",2017-01-27,59711100,210.297592
"82","SPY",2017-01-30,79737300,208.993362
"83","SPY",2017-01-31,75880800,208.974991
"84","SPY",2017-02-01,79117700,209.057678
"85","SPY",2017-02-02,69657600,209.195465
"86","SPY",2017-02-03,80563200,210.63739
"87","SPY",2017-02-06,57790100,210.260864
"88","SPY",2017-02-07,57931200,210.270065
"89","SPY",2017-02-08,51566200,210.545609
"90","SPY",2017-02-09,65955200,211.794678
"91","SPY",2017-02-10,66015900,212.630463
"92","SPY",2017-02-13,55182100,213.78772
"93","SPY",2017-02-14,71109000,214.641891
"94","SPY",2017-02-15,86785800,215.76236
"95","SPY",2017-02-16,84722400,215.57869
"96","SPY",2017-02-17,77204100,215.918503
"97","SPY",2017-02-21,88946100,217.204315
"98","SPY",2017-02-22,62115200,217.011459
"99","SPY",2017-02-23,74615900,217.158401
"100","SPY",2017-02-24,82381600,217.433945
"101","SPY",2017-02-27,56515400,217.773788
"102","SPY",2017-02-28,96961900,217.185989
"103","SPY",2017-03-01,149158200,220.226044
"104","SPY",2017-03-02,70246000,218.839218
"105","SPY",2017-03-03,81974300,218.976944
"106","SPY",2017-03-06,55391500,218.324875
"107","SPY",2017-03-07,65103700,217.672745
"108","SPY",2017-03-08,78168800,217.268631
"109","SPY",2017-03-09,90683900,217.544144
"110","SPY",2017-03-10,81991700,218.306503
"111","SPY",2017-03-13,57256800,218.416687
"112","SPY",2017-03-14,59880800,217.580887
"113","SPY",2017-03-15,96081800,219.463699
"114","SPY",2017-03-16,78344000,219.032028
"115","SPY",2017-03-17,89002100,218.647354
"116","SPY",2017-03-20,52537000,218.407608
"117","SPY",2017-03-21,131809300,215.603317
"118","SPY",2017-03-22,97569200,216.110626
"119","SPY",2017-03-23,100410300,215.880051
"120","SPY",2017-03-24,112504900,215.723251
"121","SPY",2017-03-27,87454500,215.501846
"122","SPY",2017-03-28,93483900,217.070053
"123","SPY",2017-03-29,61950400,217.272919
"124","SPY",2017-03-30,56737900,217.964767
"125","SPY",2017-03-31,73733100,217.457443
"126","SPY",2017-04-03,85546500,217.079239
"127","SPY",2017-04-04,56466200,217.217606
"128","SPY",2017-04-05,108800600,216.571869
"129","SPY",2017-04-06,69135800,217.180725
"130","SPY",2017-04-07,74412300,216.959335
"131","SPY",2017-04-10,67615300,217.08847
"132","SPY",2017-04-11,88045300,216.830154
"133","SPY",2017-04-12,81864400,215.880051
"134","SPY",2017-04-13,92880400,214.477921
"135","SPY",2017-04-17,68405400,216.378159
"136","SPY",2017-04-18,83225800,215.732498
"137","SPY",2017-04-19,68699900,215.335815
"138","SPY",2017-04-20,92572200,217.08847
"139","SPY",2017-04-21,110389800,216.396622
"140","SPY",2017-04-24,119209900,218.776566
"141","SPY",2017-04-25,76698300,220.04953
"142","SPY",2017-04-26,84702500,219.911148
"143","SPY",2017-04-27,57410300,220.095612
"144","SPY",2017-04-28,63532800,219.615952
"145","SPY",2017-05-01,66882500,220.169449
"146","SPY",2017-05-02,57375700,220.252472
"147","SPY",2017-05-03,73137700,219.984909
"148","SPY",2017-05-04,61462700,220.243256
"149","SPY",2017-05-05,62001300,221.110352
"150","SPY",2017-05-08,48385700,221.073425
"151","SPY",2017-05-09,51363200,220.870483
"152","SPY",2017-05-10,54293800,221.267151
"153","SPY",2017-05-11,62358300,220.815125
"154","SPY",2017-05-12,53912700,220.446152
"155","SPY",2017-05-15,61918900,221.663803
"156","SPY",2017-05-16,51241800,221.460831
"157","SPY",2017-05-17,172174100,217.53125
"158","SPY",2017-05-18,107047700,218.407608
"159","SPY",2017-05-19,115011400,219.828079
"160","SPY",2017-05-22,61010600,220.94429
"161","SPY",2017-05-23,48341700,221.433151
"162","SPY",2017-05-24,46927700,221.949753
"163","SPY",2017-05-25,64071700,223.01059
"164","SPY",2017-05-26,46629900,222.964432
"165","SPY",2017-05-30,35201900,222.770737
"166","SPY",2017-05-31,91796000,222.715408
"167","SPY",2017-06-01,68962000,224.486511
"168","SPY",2017-06-02,88666100,225.233673
"169","SPY",2017-06-05,44698800,225.067627
"170","SPY",2017-06-06,50375400,224.348114
"171","SPY",2017-06-07,54144300,224.763229
"172","SPY",2017-06-08,65950700,224.873917
"173","SPY",2017-06-09,132256400,224.532608
"174","SPY",2017-06-12,86108100,224.486511
"175","SPY",2017-06-13,60067000,225.584183
"176","SPY",2017-06-14,78602300,225.298218
"177","SPY",2017-06-15,66464900,224.8647
"178","SPY",2017-06-16,84553100,224.913818
"179","SPY",2017-06-19,65123800,226.78624
"180","SPY",2017-06-20,56906400,225.25679
"181","SPY",2017-06-21,55977600,225.201172
"182","SPY",2017-06-22,44148100,225.099213
"183","SPY",2017-06-23,66986800,225.368057
"184","SPY",2017-06-26,56700500,225.516327
"185","SPY",2017-06-27,82247700,223.699493
"186","SPY",2017-06-28,70042600,225.701706
"187","SPY",2017-06-29,106949700,223.718063
"188","SPY",2017-06-30,86820700,224.135193
"189","SPY",2017-07-03,39153800,224.515259
"190","SPY",2017-07-05,54427600,225.034348
"191","SPY",2017-07-06,65400800,222.976501
"192","SPY",2017-07-07,57972300,224.422546
"193","SPY",2017-07-10,36663300,224.663559
"194","SPY",2017-07-11,50354600,224.496689
"195","SPY",2017-07-12,59610400,226.183701
"196","SPY",2017-07-13,39471600,226.563751
"197","SPY",2017-07-14,60262700,227.620453
"198","SPY",2017-07-17,33531900,227.592667
"199","SPY",2017-07-18,42742500,227.713181
"200","SPY",2017-07-19,51034300,228.946014
"201","SPY",2017-07-20,47135200,229.047974
"202","SPY",2017-07-21,82340800,228.84407
"203","SPY",2017-07-24,46622300,228.788452
"204","SPY",2017-07-25,54915600,229.344604
"205","SPY",2017-07-26,47575400,229.353882
"206","SPY",2017-07-27,70766600,229.140671
"207","SPY",2017-07-28,50088400,228.871857
"208","SPY",2017-07-31,65838700,228.742111
"209","SPY",2017-08-01,55050400,229.251923
"210","SPY",2017-08-02,47211200,229.363159
"211","SPY",2017-08-03,40856000,228.918228
"212","SPY",2017-08-04,60191800,229.335342
"213","SPY",2017-08-07,31995000,229.761734
"214","SPY",2017-08-08,61719400,229.19632
"215","SPY",2017-08-09,62632600,229.187012
"216","SPY",2017-08-10,120479500,225.951996
"217","SPY",2017-08-11,74869900,226.28569
"218","SPY",2017-08-14,73291900,228.528854
"219","SPY",2017-08-15,55242700,228.501083
"220","SPY",2017-08-16,56715500,228.899643
"221","SPY",2017-08-17,128490400,225.330933
"222","SPY",2017-08-18,136748000,224.978714
"223","SPY",2017-08-21,65469700,225.154816
"224","SPY",2017-08-22,63140100,227.509262
"225","SPY",2017-08-23,50203800,226.693542
"226","SPY",2017-08-24,50741700,226.165207
"227","SPY",2017-08-25,64445900,226.693542
"228","SPY",2017-08-28,40565600,226.702835
"229","SPY",2017-08-29,51135700,226.962387
"230","SPY",2017-08-30,62030800,228.037582
"231","SPY",2017-08-31,103803900,229.409515
"232","SPY",2017-09-01,62007000,229.733948
"233","SPY",2017-09-05,91398800,228.083969
"234","SPY",2017-09-06,57916900,228.862625
"235","SPY",2017-09-07,58034700,228.834808
"236","SPY",2017-09-08,63832800,228.565948
"237","SPY",2017-09-11,71364800,231.003815
"238","SPY",2017-09-12,56896000,231.782486
"239","SPY",2017-09-13,59228000,231.893723
"240","SPY",2017-09-14,95446300,231.81955
"241","SPY",2017-09-15,95432400,232.131653
"242","SPY",2017-09-18,46235200,232.62532
"243","SPY",2017-09-19,47108100,232.858231
"244","SPY",2017-09-20,59574100,232.942078
"245","SPY",2017-09-21,48211400,232.317917
"246","SPY",2017-09-22,51214000,232.364517
"247","SPY",2017-09-25,57064400,231.889404
"248","SPY",2017-09-26,54082000,232.029144
"249","SPY",2017-09-27,81001400,232.932785
"250","SPY",2017-09-28,44778800,233.212219
"251","SPY",2017-09-29,85578000,234.031982
"252","SPY",2017-10-02,59023000,235.047363
"253","SPY",2017-10-03,66810200,235.550385
"254","SPY",2017-10-04,55953600,235.82988
"255","SPY",2017-10-05,63522800,237.227203
"256","SPY",2017-10-06,80646000,236.956985
"257","SPY",2017-10-09,35803100,236.565765
"258","SPY",2017-10-10,43057400,237.189911
"259","SPY",2017-10-11,47674300,237.562515
"260","SPY",2017-10-12,47065100,237.208572
"261","SPY",2017-10-13,54800400,237.497345
"262","SPY",2017-10-16,38221700,237.814026
"263","SPY",2017-10-17,31561000,237.981735
"264","SPY",2017-10-18,40888300,238.21463
"265","SPY",2017-10-19,61903800,238.279785
"266","SPY",2017-10-20,89176400,239.50943
"267","SPY",2017-10-23,63915300,238.577927
"268","SPY",2017-10-24,66935900,238.997131
"269","SPY",2017-10-25,103715300,237.814026
"270","SPY",2017-10-26,69798000,238.12146
"271","SPY",2017-10-27,85562500,240.06839
"272","SPY",2017-10-30,54285700,239.174118
"273","SPY",2017-10-31,60304800,239.546722
"274","SPY",2017-11-01,54202700,239.863403
"275","SPY",2017-11-02,56449500,239.95665
"276","SPY",2017-11-03,59589700,240.757721
"277","SPY",2017-11-06,49652600,241.130356
"278","SPY",2017-11-07,57502200,240.962677
"279","SPY",2017-11-08,50469600,241.372513
"280","SPY",2017-11-09,95085500,240.496933
"281","SPY",2017-11-10,59984700,240.422363
"282","SPY",2017-11-13,50228600,240.64592
"283","SPY",2017-11-14,61315200,240.087036
"284","SPY",2017-11-15,80811500,238.885315
"285","SPY",2017-11-16,67777000,240.916138
"286","SPY",2017-11-17,75756800,240.208115
"287","SPY",2017-11-20,48075500,240.618011
"288","SPY",2017-11-21,69176800,242.192307
"289","SPY",2017-11-22,45033400,241.978088
"290","SPY",2017-11-24,27856500,242.536957
"291","SPY",2017-11-27,52274900,242.415878
"292","SPY",2017-11-28,98971700,244.875137
"293","SPY",2017-11-29,77512100,244.726059
"294","SPY",2017-11-30,127894400,246.868668
"295","SPY",2017-12-01,164390900,246.356354
"296","SPY",2017-12-04,94040600,246.058228
"297","SPY",2017-12-05,77994500,245.173218
"298","SPY",2017-12-06,75898600,245.219833
"299","SPY",2017-12-07,77218600,245.993027
"300","SPY",2017-12-08,76563900,247.334427
"301","SPY",2017-12-11,83077500,248.079681
"302","SPY",2017-12-12,85195800,248.517471
"303","SPY",2017-12-13,102905400,248.489594
"304","SPY",2017-12-14,100666700,247.474182
"305","SPY",2017-12-15,144610300,249.534958
"306","SPY",2017-12-18,83653600,251.117355
"307","SPY",2017-12-19,82382900,250.152939
"308","SPY",2017-12-20,76751500,250.021866
"309","SPY",2017-12-21,67032300,250.536804
"310","SPY",2017-12-22,78720900,250.471283
"311","SPY",2017-12-26,45244400,250.171661
"312","SPY",2017-12-27,57751000,250.293381
"313","SPY",2017-12-28,45116100,250.80835
"314","SPY",2017-12-29,96007400,249.862656
"315","SPY",2018-01-02,86655700,251.651093
"316","SPY",2018-01-03,90070400,253.242798
"317","SPY",2018-01-04,80636400,254.310104
"318","SPY",2018-01-05,83524000,256.004944
"319","SPY",2018-01-08,57319200,256.472961
"320","SPY",2018-01-09,57254000,257.053558
"321","SPY",2018-01-10,69574300,256.660248
"322","SPY",2018-01-11,62361500,258.532928
"323","SPY",2018-01-12,90816100,260.218262
"324","SPY",2018-01-16,106555100,259.328766
"325","SPY",2018-01-17,113258800,261.800598
"326","SPY",2018-01-18,100728000,261.360565
"327","SPY",2018-01-19,140920100,262.549591
"328","SPY",2018-01-22,91322400,264.684387
"329","SPY",2018-01-23,97084700,265.246185
"330","SPY",2018-01-24,134816100,265.143219
"331","SPY",2018-01-25,84587300,265.255524
"332","SPY",2018-01-26,107743100,268.32663
"333","SPY",2018-01-29,90118300,266.547607
"334","SPY",2018-01-30,131796400,263.81366
"335","SPY",2018-01-31,108364800,263.944702
"336","SPY",2018-02-01,90102500,263.645111
"337","SPY",2018-02-02,173174800,257.905579
"338","SPY",2018-02-05,294681800,247.119308
"339","SPY",2018-02-06,355026800,251.988113
"340","SPY",2018-02-07,167376100,250.62114
"341","SPY",2018-02-08,246449500,241.220566
"342","SPY",2018-02-09,283565300,244.844116
"343","SPY",2018-02-12,143736000,248.439484
"344","SPY",2018-02-13,81223600,249.05751
"345","SPY",2018-02-14,120735700,252.418777
"346","SPY",2018-02-15,111200300,255.639709
"347","SPY",2018-02-16,160420100,255.714584
"348","SPY",2018-02-20,86369700,254.11351
"349","SPY",2018-02-21,98883700,252.849503
"350","SPY",2018-02-22,110511300,253.177261
"351","SPY",2018-02-23,92766400,257.212708
"352","SPY",2018-02-26,86491400,260.199524
"353","SPY",2018-02-27,99099200,256.9505
"354","SPY",2018-02-28,121907800,254.347595
"355","SPY",2018-03-01,176855100,250.6492
"356","SPY",2018-03-02,139083200,251.941284
"357","SPY",2018-03-05,97307400,254.853226
"358","SPY",2018-03-06,79213200,255.499313
"359","SPY",2018-03-07,87063500,255.405609
"360","SPY",2018-03-08,66901200,256.641541
"361","SPY",2018-03-09,113625300,261.107727
"362","SPY",2018-03-12,71924800,260.779999
"363","SPY",2018-03-13,91968900,259.094635
"364","SPY",2018-03-14,105895100,257.765137
"365","SPY",2018-03-15,83433000,257.484161
"366","SPY",2018-03-16,100343700,257.763397
"367","SPY",2018-03-19,109208400,254.275833
"368","SPY",2018-03-20,59757300,254.708252
"369","SPY",2018-03-21,78709600,254.219498
"370","SPY",2018-03-22,148785900,247.864639
"371","SPY",2018-03-23,183534800,242.581512
"372","SPY",2018-03-26,141956100,249.218323
"373","SPY",2018-03-27,129941400,244.978653
"374","SPY",2018-03-28,146452300,244.254807
"375","SPY",2018-03-29,111601600,247.375793
"376","SPY",2018-04-02,186286300,242.036255
"377","SPY",2018-04-03,119956900,245.138489
"378","SPY",2018-04-04,123715300,247.761246
"379","SPY",2018-04-05,82652600,249.716599
"380","SPY",2018-04-06,179521200,244.151413
"381","SPY",2018-04-09,105442900,245.354675
"382","SPY",2018-04-10,103529000,249.255936
"383","SPY",2018-04-11,91140200,247.949234
"384","SPY",2018-04-12,68890500,249.989151
"385","SPY",2018-04-13,85079200,249.255936
"386","SPY",2018-04-16,63405300,251.305222
"387","SPY",2018-04-17,64682000,253.993759
"388","SPY",2018-04-18,57303900,254.181793
"389","SPY",2018-04-19,77655900,252.771759
"390","SPY",2018-04-20,99953100,250.628418
"391","SPY",2018-04-23,65558000,250.590805
"392","SPY",2018-04-24,112885500,247.215988
"393","SPY",2018-04-25,103840900,247.827011
"394","SPY",2018-04-26,67731900,250.346359
"395","SPY",2018-04-27,57053600,250.581375
"396","SPY",2018-04-30,82182300,248.654266
"397","SPY",2018-05-01,74203400,249.096115
"398","SPY",2018-05-02,86368900,247.422791
"399","SPY",2018-05-03,136311500,246.877548
"400","SPY",2018-05-04,91222100,250.073746
"401","SPY",2018-05-07,55304900,250.919861
"402","SPY",2018-05-08,67499200,250.919861
"403","SPY",2018-05-09,59666100,253.345139
"404","SPY",2018-05-10,72063900,255.714066
"405","SPY",2018-05-11,59871500,256.494354
"406","SPY",2018-05-14,54790600,256.616547
"407","SPY",2018-05-15,87036100,254.849197
"408","SPY",2018-05-16,53942600,255.920883
"409","SPY",2018-05-17,56536400,255.704742
"410","SPY",2018-05-18,64368000,255.06546
"411","SPY",2018-05-21,58025900,256.983154
"412","SPY",2018-05-22,52966400,256.268677
"413","SPY",2018-05-23,64694200,256.973694
"414","SPY",2018-05-24,76043800,256.447296
"415","SPY",2018-05-25,56374800,255.836334
"416","SPY",2018-05-29,115908600,252.893951
"417","SPY",2018-05-30,69678400,256.268677
"418","SPY",2018-05-31,93519900,254.698837
"419","SPY",2018-06-01,71258400,257.199371
"420","SPY",2018-06-04,45385200,258.421417
"421","SPY",2018-06-05,51135000,258.609436
"422","SPY",2018-06-06,62732200,260.771576
"423","SPY",2018-06-07,72969400,260.743378
"424","SPY",2018-06-08,72139700,261.514252
"425","SPY",2018-06-11,58892500,261.862061
"426","SPY",2018-06-12,72329000,262.20047
"427","SPY",2018-06-13,79070600,261.3638
"428","SPY",2018-06-14,77097600,262.021912
"429","SPY",2018-06-15,120041600,261.687592
"430","SPY",2018-06-18,52917600,261.149353
"431","SPY",2018-06-19,97531500,260.148376
"432","SPY",2018-06-20,53785500,260.592224
"433","SPY",2018-06-21,71061400,258.958588
"434","SPY",2018-06-22,54898500,259.430786
"435","SPY",2018-06-25,137854200,255.8992
"436","SPY",2018-06-26,68547400,256.465698
"437","SPY",2018-06-27,105110700,254.34111
"438","SPY",2018-06-28,76650500,255.795288
"439","SPY",2018-06-29,97592500,256.163605
"440","SPY",2018-07-02,63554800,256.711304
"441","SPY",2018-07-03,42187100,255.804764
"442","SPY",2018-07-05,56925900,257.891602
"443","SPY",2018-07-06,66493700,260.072876
"444","SPY",2018-07-09,50550400,262.414673
"445","SPY",2018-07-10,51966800,263.358917
"446","SPY",2018-07-11,77054700,261.432648
"447","SPY",2018-07-12,60124700,263.802765
"448","SPY",2018-07-13,48216000,264.010559
"449","SPY",2018-07-16,48201000,263.774445
"450","SPY",2018-07-17,52315500,264.841522
"451","SPY",2018-07-18,44593500,265.398621
"452","SPY",2018-07-19,61412100,264.397644
"453","SPY",2018-07-20,82337700,264.095581
"454","SPY",2018-07-23,47047600,264.586548
"455","SPY",2018-07-24,68026900,265.917938
"456","SPY",2018-07-25,78882900,268.184204
"457","SPY",2018-07-26,57919500,267.551514
"458","SPY",2018-07-27,76768700,265.738617
"459","SPY",2018-07-30,63742500,264.350525
"460","SPY",2018-07-31,68570500,265.653534
"461","SPY",2018-08-01,53853300,265.209747
"462","SPY",2018-08-02,63426400,266.654541
"463","SPY",2018-08-03,53935400,267.797089
"464","SPY",2018-08-06,39400900,268.779175
"465","SPY",2018-08-07,43196600,269.666718
"466","SPY",2018-08-08,42114600,269.553436
"467","SPY",2018-08-09,35717000,269.18515
"468","SPY",2018-08-10,77076000,267.381592
"469","SPY",2018-08-13,65732900,266.380646
"470","SPY",2018-08-14,43842000,268.080322
"471","SPY",2018-08-15,102925400,266.078522
"472","SPY",2018-08-16,69967900,268.231506
"473","SPY",2018-08-17,65618500,269.17569
"474","SPY",2018-08-20,39807500,269.75174
"475","SPY",2018-08-21,67272000,270.38443
"476","SPY",2018-08-22,44993300,270.223877
"477","SPY",2018-08-23,49204900,269.865082
"478","SPY",2018-08-24,57487400,271.489136
"479","SPY",2018-08-27,57072400,273.632751
"480","SPY",2018-08-28,46943500,273.764923
"481","SPY",2018-08-29,61485500,275.237976
"482","SPY",2018-08-30,61229500,274.123749
"483","SPY",2018-08-31,66140800,274.133179
"484","SPY",2018-09-04,57594400,273.661041
"485","SPY",2018-09-05,72452400,272.9245
"486","SPY",2018-09-06,65909900,272.102997
"487","SPY",2018-09-07,73524800,271.574188
"488","SPY",2018-09-10,50210900,272.046356
"489","SPY",2018-09-11,50530500,272.943359
"490","SPY",2018-09-12,59810800,273.009491
"491","SPY",2018-09-13,51034200,274.624237
"492","SPY",2018-09-14,55079900,274.671417
"493","SPY",2018-09-17,68244000,273.217224
"494","SPY",2018-09-18,61930400,274.699768
"495","SPY",2018-09-19,49080600,274.992462
"496","SPY",2018-09-20,100360600,277.220978
"497","SPY",2018-09-21,105479700,276.967682
"498","SPY",2018-09-24,53409600,276.047577
"499","SPY",2018-09-25,44370000,275.791473
"500","SPY",2018-09-26,79739700,274.966248
"501","SPY",2018-09-27,59249500,275.734558
"502","SPY",2018-09-28,70091400,275.763
"503","SPY",2018-10-01,62078900,276.7211
"504","SPY",2018-10-02,47258200,276.559784
"505","SPY",2018-10-03,64694600,276.711639
"506","SPY",2018-10-04,111545900,274.548889
"507","SPY",2018-10-05,105951700,273.012268
"508","SPY",2018-10-08,87742200,273.012268
"509","SPY",2018-10-09,74339000,272.613892
"510","SPY",2018-10-10,214731000,263.982056
"511","SPY",2018-10-11,274840500,258.16745
"512","SPY",2018-10-12,183186500,261.75293
"513","SPY",2018-10-15,102263700,260.282654
"514","SPY",2018-10-16,118255800,265.973999
"515","SPY",2018-10-17,110626000,266.021393
"516","SPY",2018-10-18,134557500,262.179749
"517","SPY",2018-10-19,139901600,262.037537
"518","SPY",2018-10-22,82415800,260.861237
"519","SPY",2018-10-23,146352700,259.533356
"520","SPY",2018-10-24,177806700,251.669815
"521","SPY",2018-10-25,138061500,256.184906
"522","SPY",2018-10-26,201574600,251.679306
"523","SPY",2018-10-29,160749100,250.284958
"524","SPY",2018-10-30,157116000,253.993759
"525","SPY",2018-10-31,128296300,256.706635
"526","SPY",2018-11-01,99495000,259.438477
"527","SPY",2018-11-02,122634100,257.901855
"528","SPY",2018-11-05,65622500,259.324646
"529","SPY",2018-11-06,60085900,260.965607
"530","SPY",2018-11-07,102752100,266.552643
"531","SPY",2018-11-08,65584900,266.068848
"532","SPY",2018-11-09,98812600,263.469788
"533","SPY",2018-11-12,99673600,258.546844
"534","SPY",2018-11-13,98176600,258.06311
"535","SPY",2018-11-14,125335900,256.298706
"536","SPY",2018-11-15,135101400,258.973602
"537","SPY",2018-11-16,126668000,259.647095
"538","SPY",2018-11-19,103061700,255.255356
"539","SPY",2018-11-20,136021300,250.531555
"540","SPY",2018-11-21,75563700,251.385269
"541","SPY",2018-11-23,42807900,249.706314
"542","SPY",2018-11-26,79981400,253.737656
"543","SPY",2018-11-27,75502400,254.591339
"544","SPY",2018-11-28,127629600,260.453308
"545","SPY",2018-11-29,82346400,259.884308
"546","SPY",2018-11-30,98204200,261.468384
"547","SPY",2018-12-03,103176300,264.930511
"548","SPY",2018-12-04,177986000,256.346161
"549","SPY",2018-12-06,204185400,255.95723
"550","SPY",2018-12-07,161018900,250.009827
"551","SPY",2018-12-10,151445900,250.484146
"552","SPY",2018-12-11,121504400,250.541046
"553","SPY",2018-12-12,97976700,251.802582
"554","SPY",2018-12-13,96662700,251.717255
"555","SPY",2018-12-14,116961100,247.069336
"556","SPY",2018-12-17,165492300,242.222244
"557","SPY",2018-12-18,134515100,241.956665
"558","SPY",2018-12-19,214992800,238.333191
"559","SPY",2018-12-20,252053400,234.453598
"560","SPY",2018-12-21,255345600,229.64978
"561","SPY",2018-12-24,147311600,223.581696
"562","SPY",2018-12-26,218485400,234.878159
"563","SPY",2018-12-27,186267300,236.681412
"564","SPY",2018-12-28,153100200,236.376114
"565","SPY",2018-12-31,144299400,238.446457
"566","SPY",2019-01-02,126925200,238.694534
"567","SPY",2019-01-03,144140700,232.998627
"568","SPY",2019-01-04,142628800,240.80307
"569","SPY",2019-01-07,103139100,242.701736
"570","SPY",2019-01-08,102512600,244.981995
"571","SPY",2019-01-09,95006600,246.126923
"572","SPY",2019-01-10,96823900,246.995132
"573","SPY",2019-01-11,73858100,247.090561
"574","SPY",2019-01-14,70908200,245.583084
"575","SPY",2019-01-15,85208300,248.397659
"576","SPY",2019-01-16,77636700,248.998718
"577","SPY",2019-01-17,96118400,250.887817
"578","SPY",2019-01-18,127900300,254.227127
"579","SPY",2019-01-22,115531200,250.792404
"580","SPY",2019-01-23,86030300,251.317169
"581","SPY",2019-01-24,59204100,251.450729
"582","SPY",2019-01-25,96883400,253.578339
"583","SPY",2019-01-28,85613700,251.651123
"584","SPY",2019-01-29,66136300,251.317169
"585","SPY",2019-01-30,92473700,255.295715
"586","SPY",2019-01-31,104012100,257.537842
"587","SPY",2019-02-01,85782500,257.661835
"588","SPY",2019-02-04,60744800,259.47464
"589","SPY",2019-02-05,79552800,260.562317
"590","SPY",2019-02-06,58347800,260.218842
"591","SPY",2019-02-07,95482000,257.738251
"592","SPY",2019-02-08,75788900,258.052979
"593","SPY",2019-02-11,68021400,258.196167
"594","SPY",2019-02-12,72270200,261.516449
"595","SPY",2019-02-13,65277200,262.365479
"596","SPY",2019-02-14,83234400,261.7836
"597","SPY",2019-02-15,97088700,264.636261
"598","SPY",2019-02-19,59120800,265.094238
"599","SPY",2019-02-20,76610800,265.628571
"600","SPY",2019-02-21,64214700,264.68399
"601","SPY",2019-02-22,78114600,266.325012
"602","SPY",2019-02-25,69030700,266.687561
"603","SPY",2019-02-26,56844100,266.496796
"604","SPY",2019-02-27,56921600,266.382233
"605","SPY",2019-02-28,69268300,265.886169
"606","SPY",2019-03-01,78880500,267.546265
"607","SPY",2019-03-04,106494600,266.57312
"608","SPY",2019-03-05,59114600,266.210541
